item_id 名字 等级 职业 
1050064 黑飘云之衣 70 4
1050067 蓝天上之衣 68 2
1050068 红天上之衣 68 2
1050069 褐天上之衣 68 2
1050070 黑天上之衣 68 2
1050072 绿神仙之服 78 2
1050073 蓝神仙之服 78 2
1050074 黑神仙之服 78 2
1050075 红宫衣 80 4
1050076 蓝宫衣 80 4
1050077 绿宫衣 80 4
1050078 黑宫衣 80 4
1050080 绿白银铠甲 80 1
1050081 红白银铠甲 80 1
1050082 蓝白银铠甲 80 1
1050083 黑白银铠甲 80 1
1050088 红疾风服 90 4
1050089 蓝疾风服 90 4
1050090 绿疾风服 90 4
1050091 黑疾风服 90 4
1050092 绿祭司长袍 88 2
1050093 蓝祭司长袍 88 2
1050094 红祭司长袍 88 2
1050095 黑祭司长袍 88 2
1050096 绿侠盗服 100 8
1050097 蓝侠盗服 100 8
1050098 红侠盗服 100 8
1050099 黑侠盗服 100 8
1050100 蓝浴巾 20 0
1050102 绿幻魔长袍 98 2
1050103 蓝幻魔长袍 98 2
1050104 红幻魔长袍 98 2
1050105 灰幻魔长袍 98 2
1050106 绿飞羽服 100 4
1050107 蓝飞羽服 100 4
1050108 红飞羽服 100 4
1050127 浴巾 20 0
1050131 在桑拿房穿这件衣服，可以更快恢\n复1。5倍。 0 0
1050132 在桑拿房穿这件衣服，可以更快恢\n复1。5倍。 0 0
1050133 在桑拿房穿这件衣服，可以更快恢\n复1。5倍。 0 0
1050134 在桑拿房穿这件衣服，可以更快恢\n复1。5倍。 0 0
1050155 企鹅王的白魔力长袍 33 2
1051000 钢铁铠甲 15 1
1051001 祖母绿铠甲 35 1
1051003 褐贤者之袍 23 2
1051004 紫贤者之袍 23 2
1051005 红贤者之袍 23 2
1051006 黑飞影甲 35 8
1051007 红飞影甲 35 8
1051008 蓝飞影甲 35 8
1051009 紫飞影甲 35 8
1051010 黑护身铠甲 30 1
1051011 红护身铠甲 30 1
1051012 蓝护身铠甲 30 1
1051013 黄护身铠甲 30 1
1051014 蓝宝石铠甲 35 1
1051015 赤红铠甲 35 1
1051016 银制铠甲 35 1
1051017 在桑拿房穿这件衣服，可以更快恢\n复1。5倍。 30 0
1051023 紫色月光服 38 2
1051024 红色月光服 38 2
1051025 蓝色月光服 38 2
1051026 黑色月光服 38 2
1051027 褐色月光服 38 2
1051030 黑妖精礼服 48 2
1051031 白妖精礼服 48 2
1051032 蓝妖精礼服 48 2
1051033 红妖精礼服 48 2
1051034 朱红妖精礼服 48 2
1051037 蓝贵族礼服 50 4
1051038 绿贵族礼服 50 4
1051039 红贵族礼服 50 4
1051041 赤草露 60 4
1051042 蓝草露 60 4
1051043 黄草露 60 4
1051044 蓝神圣服 58 2
1051045 红神圣服 58 2
1051046 白神圣服 58 2
1051047 黑神圣服 58 2
1051052 蓝天上之衣 68 2
1051053 红天上之衣 68 2
1051054 褐天上之衣 68 2
1051055 黑天上之衣 68 2
1051056 绿神仙之服 78 2
1051057 紫神仙之服 78 2
1051058 黑神仙之服 78 2
1051062 蓝飘云之衣 70 4
1051063 褐飘云之衣 70 4
1051064 绿飘云之衣 70 4
1051065 黑飘云之衣 70 4
1051066 红宫衣 80 4
1051067 蓝宫衣 80 4
1051068 绿宫衣 80 4
1051069 黑宫衣 80 4
1051077 黄白银铠甲 80 1
1051078 红白银铠甲 80 1
1051079 蓝白银铠甲 80 1
1051080 黑白银铠甲 80 1
1051082 红色高丽贵妇袍 90 4
1051083 蓝色高丽贵妇袍 90 4
1051084 绿色高丽贵妇袍 90 4
1051085 黑色高丽贵妇袍 90 4
1051090 绿侠盗服 100 8
1051091 蓝侠盗服 100 8
1051092 红侠盗服 100 8
1051093 黑侠盗服 100 8
1051094 绿祭司长袍 88 2
1051095 蓝祭司长袍 88 2
1051096 红祭司长袍 88 2
1051097 黑祭司长袍 88 2
1051098 红浴巾 20 0
1051101 绿幻魔长袍 98 2
1051102 蓝幻魔长袍 98 2
1051103 红幻魔长袍 98 2
1051104 灰幻魔长袍 98 2
1051105 绿飞羽服 100 4
1051106 蓝飞羽服 100 4
1051107 红飞羽服 100 4
1051140 黄色沐浴巾 20 0
1051150 逢春节，中国民间盛行舞狮。 0 0
1051151 逢春节，中国民间盛行舞狮。 0 0
1051152 逢春节，中国民间盛行舞狮。 0 0
1051153 逢春节，中国民间盛行舞狮。 0 0
1051191 企鹅王的红贤者之袍 35 2
1052071 红色斗篷 110 4
1052072 黑色格丽纳 110 8
1052075 蓝龙装甲 110 1
1052076 青龙长袍 108 2
1052081 青苹果套装 0 0
1052095 小海盗套装 10 16
1052098 海盗套装 15 16
1052101 海盗马甲 20 16
1052104 海盗头目装 25 16
1052107 甲板兵服 30 16
1052110 了望手 35 16
1052113 冲锋兵 40 16
1052116 武备软甲 50 16
1052119 士官服 60 16
1052122 保镖服 70 16
1052125 高军服 80 16
1052128 功勋海盗服 90 16
1052131 船长服 100 16
1052134 海盗大衣 110 16
1052148 戮魔猎手护甲 70 21
1052149 戮魔猎手法衣 70 10
1052155 #c阿基里斯 +1等级# 120 1
1052156 #c终极无限 +1等级# 118 2
1052157 #c击退箭 +1等级\n刺眼箭 +1等级# 120 4
1052158 #c假动作 +1等级# 120 8
1052159 #c超级变身 +1等级\n武装 +1等级# 120 16
1052160 #c阿基里斯 +1等级# 120 1
1052161 #c终极无限 +1等级# 118 2
1052162 #c击退箭 +1等级\n刺眼箭 +1等级# 120 4
1052163 #c假动作 +1等级# 120 8
1052164 #c超级变身 +1等级\n武装 +1等级# 120 16
1052165 降落伞工作人员套装 10 0
1052166 无敌工作人员套装 30 0
1052167 最强工作人员套装 50 0
1052173 普通管理员制服 1 0
1052177 骑士团初心者长袍 0 0
1052202 玩具品克缤套服 13 0
1052208 企鹅王的了望手服装 35 16
1052217 逢春节，中国民间盛行舞狮。 37 0
1060000 黑金裤 40 1
1060002 蓝牛仔短裤 0 0
1060004 灰色橡胶裤 11 0
1060005 密林部队裤 26 0
1060006 黄牛仔短裤 0 0
1060007 蓝马裤 5 0
1060008 褐色战士裤 10 1
1060009 铁板裤 15 1
1060010 钢铁军官裙 20 1
1060011 紫矿军官裙 25 1
1060012 蓝修炼裤 8 2
1060013 灰修炼裤 8 2
1060014 黑伽蓝裤 18 2
1060015 白伽蓝裤 18 2
1060016 黑武裤 30 1
1060017 白武裤 30 1
1060018 红武裤 30 1
1060019 黄武裤 30 1
1060020 半白武裤 35 1
1060021 青梦裤 10 8
1060022 红梦裤 10 8
1060023 黑梦裤 10 8
1060024 黑夜裤 15 8
1060025 青夜裤 15 8
1060026 蓝条内裤 0 0
1060027 褐色铁板裤子 15 1
1060028 蓝色战士裤 10 1
1060029 红军官裙 20 1
1060030 黑军官裙 25 1
1060031 蓝唐衫裤 20 8
1060032 红唐衫裤 20 8
1060033 黑唐衫裤 20 8
1060037 黑褐敏捷之裤 25 8
1060038 褐敏捷之裤 25 8
1060039 黑敏捷之裤 25 8
1060043 黑褐寂靜之裤 30 8
1060044 黑银寂靜之裤 30 8
1060045 红金寂靜之裤 30 8
1060046 银黑寂靜之裤 30 8
1060050 蓝暗影之裤 35 8
1060051 红暗影之裤 35 8
1060052 黑暗影之裤 35 8
1060056 绿浪人之裤 30 4
1060057 黑浪人之裤 30 4
1060058 红浪人之裤 30 4
1060059 蓝浪人之裤 30 4
1060060 银军官裤 25 1
1060061 红守护之裤 35 4
1060062 蓝守护之裤 35 4
1060063 绿守护之裤 35 4
1060064 黑守护之裤 35 4
1060065 褐守护之裤 35 4
1060068 黑贵族裤 40 4
1060069 褐贵族裤 40 4
1060070 蓝贵族裤 40 4
1060071 树林之裤 40 8
1060072 沧海之裤 40 8
1060073 黑暗之裤 40 8
1060074 白金裤 40 1
1060075 黄金裤 40 1
1060076 蓝板金裤 50 1
1060077 褐板金裤 50 1
1060078 黑板金裤 50 1
1060079 绿钢玉裤 60 1
1060080 红钢玉裤 60 1
1060081 蓝钢玉裤 60 1
1060082 黑钢玉裤 60 1
1060083 赤阳裤 50 8
1060084 青阳裤 50 8
1060085 黄阳裤 50 8
1060086 绿阳裤 50 8
1060087 白飞影之裤 60 8
1060088 黄飞影之裤 60 8
1060089 黑飞影之裤 60 8
1060090 青铜暴风裤 70 1
1060091 锂矿暴风裤 70 1
1060092 紫矿暴风裤 70 1
1060093 褐玄武之裤 70 8
1060094 蓝玄武之裤 70 8
1060095 黑玄武之裤 70 8
1060097 绿隐者之裤 80 8
1060098 红隐者之裤 80 8
1060099 黑隐者之裤 80 8
1060100 绿色崇高裤 90 1
1060101 蓝色崇高裤 90 1
1060102 黑色崇高裤 90 1
1060104 蓝色霹雳裤 90 8
1060105 褐色霹雳裤 90 8
1060106 粉色霹雳裤 90 8
1060107 红色霹雳裤 90 8
1060109 绿龙纹裤 100 1
1060110 蓝龙纹裤 100 1
1060111 黑龙纹裤 100 1
1060127 Stirgeman's Utility Pants 20 0
1060128 Stirgeman Utility Pants Mk II 30 0
1060129 Stirgeman Utility Pants Mk III 40 0
1060130 Stirgeman Utility Pants Mk IV 60 0
1060131 Stirgeman Utility Pants Mk V 60 0
1060132 Stirgeman Power Pants 70 0
1060133 Stirgeman Power Pants Mk II 90 0
1060134 企鹅王的半白武裤 35 1
1060135 企鹅王的黑守护之裤 35 4
1060136 企鹅王的黑暗影之裤 35 8
1061002 红超短裙 0 0
1061003 红飞侠女裤 20 8
1061006 绿旅行皮裙 15 4
1061008 蓝超短裙 0 0
1061009 绿色旅行裙 10 4
1061010 黑棉制紧身裙 8 2
1061011 绿棉制紧身裙 8 2
1061012 紫锦丝紧身裙 13 2
1061013 绿锦丝紧身裙 13 2
1061014 红皮甲裤 10 1
1061015 蓝骑士裙 25 1
1061016 红十字军裙 20 1
1061017 绿十字军裙 20 1
1061018 褐十字军裙 20 1
1061019 天蓝骑士裙 25 1
1061020 红骑士裙 25 1
1061021 粉红锦丝紧身裙 13 2
1061022 黄锦丝紧身裙 13 2
1061023 黑皮甲裤 10 1
1061024 绿硬皮裙 20 4
1061025 红硬皮裙 20 4
1061026 紫硬皮裙 20 4
1061027 黑伽蓝裙 18 2
1061028 白伽蓝裙 18 2
1061029 红梦裤 10 8
1061030 青梦裤 10 8
1061031 黑梦裤 10 8
1061032 紫飞侠女裤 20 8
1061033 蓝飞侠女裤 20 8
1061034 紫色妖精裙 28 2
1061035 绿色妖精裙 28 2
1061036 蓝色妖精裙 28 2
1061037 赤夜裤 15 8
1061038 黄夜裤 15 8
1061039 粉红棉内裤 0 0
1061040 红旗袍裙 22 8
1061041 紫旗袍裙 22 8
1061042 蓝旗袍裙 22 8
1061043 红寂靜裙 30 8
1061044 黑寂靜裙 30 8
1061045 蓝寂靜裙 30 8
1061046 紫寂靜裙 30 8
1061047 红神圣裙 33 2
1061048 蓝神圣裙 33 2
1061049 黑神圣裙 33 2
1061050 绿浪人裙 30 4
1061051 黑浪人裙 30 4
1061052 红浪人裙 30 4
1061053 黑敏捷裤 25 8
1061054 红敏捷裤 25 8
1061055 蓝敏捷裤 25 8
1061056 绿敏捷裤 25 8
1061057 黄旅行裙 10 4
1061058 褐旅行皮裙 15 4
1061059 灰旅行皮裙 15 4
1061060 红守护裤 35 4
1061061 蓝守护裤 35 4
1061062 绿守护裤 35 4
1061063 黑守护裤 35 4
1061064 褐守护裤 35 4
1061069 树林之裤 40 8
1061070 沧海之裤 40 8
1061071 黑暗之裤 40 8
1061076 紫月裤 50 8
1061077 青月裤 50 8
1061078 黄月裤 50 8
1061079 赤月裤 50 8
1061080 白贵族裙 40 4
1061081 褐贵族裙 40 4
1061082 黑贵族裙 40 4
1061083 红镇月裙 40 1
1061084 黄镇月裙 40 1
1061085 黑镇月裙 40 1
1061086 红将军裤 50 1
1061087 褐将军裤 50 1
1061088 黑将军裤 50 1
1061090 绿钢玉裙 60 1
1061091 红钢玉裙 60 1
1061092 蓝钢玉裙 60 1
1061093 灰飞影之裤 60 8
1061094 赤飞影之裤 60 8
1061095 黑飞影之裤 60 8
1061096 蓝暴风裤 70 1
1061097 紫暴风裤 70 1
1061098 红暴风裤 70 1
1061099 紫朱雀之裤 70 8
1061100 蓝朱雀之裤 70 8
1061101 粉红朱雀之裤 70 8
1061102 红朱雀之裤 70 8
1061104 绿骷髅皮裙 80 8
1061105 红骷髅皮裙 80 8
1061106 黑骷髅皮裙 80 8
1061114 蓝色霹雳裤 90 8
1061115 褐色霹雳裤 90 8
1061116 粉色霹雳裤 90 8
1061117 红色霹雳裤 90 8
1061118 绿色虎头裙 90 1
1061119 粉色虎头裙 90 1
1061120 红色虎头裙 90 1
1061121 绿龙纹裙 100 1
1061122 紫龙纹裙 100 1
1061123 黑龙纹裙 100 1
1061149 Stirgeman's Utility Skirt 20 0
1061150 Stirgeman Utility Skirt Mk II 30 0
1061151 Stirgeman Utility Skirt Mk III 40 0
1061152 Stirgeman Utility Skirt Mk IV 60 0
1061153 Stirgeman Utility Skirt Mk V 60 0
1061154 Stirgeman Power Skirt 70 0
1061155 Stirgeman Power Skirt Mk II 90 0
1061156 企鹅王的红骑士裙 35 1
1061157 企鹅王的褐守护裤 35 4
1061158 企鹅王的紫寂靜裙 35 8
1062000 白牛仔裤 16 0
1062001 蓝牛仔裤 16 0
1062002 褐色皮制裤 20 4
1062004 绿色皮裤 10 4
1062006 打猎裤 25 4
1062007 维泽特西裤 0 0
1062115 朴素的武士裤 0 0
1092000 钢盾 15 1
1092001 三角赤盾 25 1
1092002 红十字盾牌 30 1
1092003 木盾 5 0
1092004 骷髅盾 50 1
1092005 木制圆盾 10 1
1092006 锂矿圆盾 20 1
1092007 战斗盾牌 35 1
1092008 锅盖 10 0
1092009 古老木盾 60 1
1092010 古老银盾 60 1
1092011 古老朱矿盾 60 1
1092012 钢铁方盾 40 1
1092013 锂矿方盾 40 1
1092014 朱矿方盾 40 1
1092015 钢铁古盾牌 70 1
1092016 银古盾牌 70 1
1092017 黄金古盾牌 70 1
1092018 飞侠盾牌 22 8
1092019 褐色飞侠盾牌 22 8
1092020 黑色飞侠盾牌 22 8
1092021 光子盾 22 2
1092022 调色板盾牌 30 0
1092023 铜狮鹫盾 80 1
1092024 银狮鹫盾 80 1
1092025 金狮鹫盾 80 1
1092026 铜圣十字盾 90 1
1092027 银圣十字盾 90 1
1092028 金圣十字盾 90 1
1092029 电磁光盾 33 2
1092030 枫叶盾 20 0
1092035 可乐战盾 30 0
1092036 绿色臂盾 100 1
1092037 紫色臂盾 100 1
1092038 蓝色臂盾 100 1
1092041 习得技能盾牌 120 1
1092042 铁甲盾牌 120 1
1092045 冒险岛魔法师盾牌 64 2
1092046 冒险岛战士盾牌 64 1
1092047 冒险岛飞侠盾牌 64 8
1092049 热情剑盾 120 8
1092050 冷艳剑盾 80 8
1092052 一个极为坚实后盾充满力量的老战\n士。 Shield是传言，随着\n时间的推移变得更加强大。 20 0
1092057 #c魔法反击 +1等级# 120 2
1092058 #c寒冰掌 +1等级# 120 1
1092059 #c忍者伏击 +1等级# 120 8
1092060 青龙盾牌 110 1
1092061 圣十字护盾 100 1
1071049 无限原子鞋 75 1
1071050 无限原子鞋 75 4
1071051 无限原子鞋 75 2
1071052 无限原子鞋 75 8
1071053 无限原子鞋 75 16
1071054 无限离子鞋 75 1
1071055 无限离子鞋 75 4
1071056 无限离子鞋 75 2
1071057 无限离子鞋 75 8
1071058 无限离子鞋 75 16
1071059 无限光子鞋 75 1
1071060 无限光子鞋 75 4
1071061 无限光子鞋 75 2
1071062 无限光子鞋 75 8
1071063 无限光子鞋 75 16
1071064 公正鞋 75 1
1071065 公正鞋 75 4
1071066 公正鞋 75 2
1071067 公正鞋 75 8
1071068 公正鞋 75 16
1071069 暴风雪鞋 75 1
1071070 暴风雪鞋 75 4
1071071 暴风雪鞋 75 2
1071072 暴风雪鞋 75 8
1071073 暴风雪鞋 75 16
1072000 黄金月长靴 40 1
1072001 红橡胶长靴 0 0
1072002 铁头皮鞋 35 1
1072003 绿斗士鞋 30 1
1072004 白橡胶鞋 11 0
1072005 皮制凉鞋 0 0
1072006 褐马车鞋 10 2
1072007 褐旅行鞋 20 1
1072008 褐短鞋 16 0
1072009 钢铁斗士鞋 15 1
1072011 锂矿战斗鞋 25 1
1072012 红皮鞋 26 0
1072015 褐硬皮鞋 10 4
1072016 绿软布鞋 15 4
1072017 蓝多罗鞋 21 0
1072018 蓝帆布鞋 31 0
1072019 蓝宝石鞋 20 2
1072020 紫宝石鞋 20 2
1072021 红宝石鞋 20 2
1072022 黑漆皮鞋 20 8
1072023 褐安全鞋 15 2
1072024 黑安全鞋 15 2
1072025 鹿毛鞋 20 4
1072026 兔毛鞋 20 4
1072027 皮质鞋子 25 4
1072028 白忍者涼鞋 15 8
1072029 黄忍者涼鞋 15 8
1072030 蓝忍者涼鞋 15 8
1072031 红忍者涼鞋 15 8
1072032 青铜链鞋 30 8
1072033 钢铁链鞋 30 8
1072034 绿皮质鞋子 25 4
1072035 银链鞋 30 8
1072036 金链鞋 30 8
1072037 黄橡胶长靴 0 0
1072038 蓝橡胶长靴 0 0
1072039 蓝斗士鞋 30 1
1072040 银斗士鞋 30 1
1072041 红斗士鞋 30 1
1072042 黑橡胶鞋 11 0
1072043 脏橡胶鞋 11 0
1072044 黄马车鞋 10 2
1072045 蓝马车鞋 10 2
1072046 黄旅行鞋 20 1
1072047 蓝旅行鞋 20 1
1072048 黄短鞋 16 0
1072049 绿短鞋 16 0
1072050 青铜鞋 15 1
1072051 银战斗鞋 25 1
1072052 黑战斗鞋 25 1
1072053 金战斗鞋 25 1
1072054 朱红皮鞋 26 0
1072055 粉红皮鞋 26 0
1072056 蓝皮鞋 26 0
1072059 绿硬皮鞋 10 4
1072060 褐软布鞋 15 4
1072061 蓝软布鞋 15 4
1072062 红多罗鞋 21 0
1072063 褐多罗鞋 21 0
1072064 红帆布鞋 31 0
1072065 红漆皮鞋 20 8
1072066 蓝漆皮鞋 20 8
1072067 熊毛鞋 20 4
1072068 狮子毛鞋 20 4
1072069 红皮质鞋子 25 4
1072070 蓝冒险鞋 10 8
1072071 褐冒险鞋 10 8
1072072 银飘风鞋 25 2
1072073 黄飘风鞋 25 2
1072074 黑飘风鞋 25 2
1072075 红魔法鞋 30 2
1072076 蓝魔法鞋 30 2
1072077 白魔法鞋 30 2
1072078 黑魔法鞋 30 2
1072079 红打猎鞋 30 4
1072080 蓝打猎鞋 30 4
1072081 绿打猎鞋 30 4
1072082 黑打猎鞋 30 4
1072083 褐打猎鞋 30 4
1072084 蓝追击鞋 25 8
1072085 红追击鞋 25 8
1072086 绿追击鞋 25 8
1072087 黑追击鞋 25 8
1072089 紫守护鞋 35 2
1072090 红守护鞋 35 2
1072091 黑守护鞋 35 2
1072101 蓝锦丝鞋 35 4
1072102 绿锦丝鞋 35 4
1072103 红锦丝鞋 35 4
1072104 红杨柳鞋 35 8
1072105 绿杨柳鞋 35 8
1072106 蓝杨柳鞋 35 8
1072107 红流星鞋 40 8
1072108 绿流星鞋 40 8
1072109 黄流星鞋 40 8
1072110 蓝流星鞋 40 8
1072112 蓝铁头鞋 35 1
1072113 黑铁头鞋 35 1
1072114 红月鞋 40 2
1072115 蓝月鞋 40 2
1072116 黄月鞋 40 2
1072117 黑月鞋 40 2
1072118 红精灵鞋 40 4
1072119 黄精灵鞋 40 4
1072120 褐精灵鞋 40 4
1072121 蓝精灵鞋 40 4
1072122 褐空空鞋 50 4
1072123 绿空空鞋 50 4
1072124 蓝空空鞋 50 4
1072125 紫空空鞋 50 4
1072126 紫金月鞋 40 1
1072127 蓝金月鞋 40 1
1072128 蓝雷电鞋 50 8
1072129 绿雷电鞋 50 8
1072130 红雷电鞋 50 8
1072131 紫雷电鞋 50 8
1072132 祖母绿将军靴 50 1
1072133 锂矿蓝将军靴 50 1
1072134 紫矿将军靴 50 1
1072135 黄金将军靴 50 1
1072136 粉红天使靴 60 2
1072137 绿天使鞋 60 2
1072138 黄天使鞋 60 2
1072139 蓝天使鞋 60 2
1072140 粉红黄金风 50 2
1072141 蓝黄金风 50 2
1072142 紫黄金风 50 2
1072143 绿黄金风 50 2
1072144 紫花精鞋 60 4
1072145 蓝花精鞋 60 4
1072146 绿花精鞋 60 4
1072147 蓝十字鞋 60 1
1072148 紫十字鞋 60 1
1072149 红十字鞋 60 1
1072150 红无痕之鞋 60 8
1072151 金无痕之鞋 60 8
1072152 黑无痕之鞋 60 8
1072154 蓝飞魂鞋 70 1
1072155 紫飞魂鞋 70 1
1072156 黑飞魂鞋 70 1
1072157 蓝水晶凉鞋 70 2
1072158 红水晶凉鞋 70 2
1072159 褐水晶凉鞋 70 2
1072160 金水晶凉鞋 70 2
1072161 紫龙皮鞋 70 8
1072162 蓝龙皮鞋 70 8
1072163 红龙皮鞋 70 8
1072164 蓝箭魂鞋 70 4
1072165 黄箭魂鞋 70 4
1072166 绿箭魂鞋 70 4
1072167 黑箭魂鞋 70 4
1072168 新娘所穿的传统高雅高跟鞋。 30 1
1072169 新娘所穿的传统高雅高跟鞋。 30 2
1072170 新娘所穿的传统高雅高跟鞋。 30 4
1072171 新娘所穿的传统高雅高跟鞋。 30 8
1072172 绿飞影鞋 80 8
1072173 红飞影鞋 80 8
1072174 黑飞影鞋 80 8
1072177 绿密林之鞋 80 2
1072178 紫密林之鞋 80 2
1072179 黑密林之鞋 80 2
1072182 蓝飞翼鞋 80 4
1072183 红飞翼鞋 80 4
1072184 绿飞翼鞋 80 4
1072185 黑飞翼鞋 80 4
1072192 蓝扣带靴 90 8
1072193 褐扣带靴 90 8
1072194 紫扣带靴 90 8
1072195 红扣带靴 90 8
1072196 黄鳞甲靴 90 1
1072197 紫鳞甲靴 90 1
1072198 银鳞甲靴 90 1
1072203 夜精灵靴(红) 90 4
1072204 夜精灵靴(绿) 90 4
1072205 夜精灵靴(黑) 90 4
1072206 杰斯特鞋(蓝) 90 2
1072207 杰斯特鞋(绿) 90 2
1072208 杰斯特鞋(红) 90 2
1072209 杰斯特鞋(黑) 90 2
1072210 红宝石靴 80 1
1072211 蓝宝石靴 80 1
1072212 黄宝石靴 80 1
1072213 侠盗长靴(绿) 100 8
1072214 侠盗长靴(蓝) 100 8
1072215 侠盗长靴(红) 100 8
1072216 侠盗长靴(黑) 100 8
1072220 龙纹战靴(绿) 100 1
1072221 龙纹战靴(蓝) 100 1
1072222 龙纹战靴(灰) 100 1
1072223 杰斯特鞋(绿) 100 2
1072224 杰斯特鞋(蓝) 100 2
1072225 杰斯特鞋(红) 100 2
1072226 杰斯特鞋(灰) 100 2
1072227 飞羽鞋(红) 100 4
1072228 飞羽鞋(蓝) 100 4
1072229 飞羽鞋(绿) 100 4
1072238 新娘所穿的传统高雅高跟鞋。 80 0
1072239 新娘所穿的传统高雅高跟鞋。 50 0
1072261 黄色橡皮鞋 21 0
1072262 黑色桃乐斯皮鞋 21 0
1072263 绿色橡皮鞋 21 0
1072264 银色桃乐斯皮鞋 21 0
1072268 蓝色元素鞋 110 2
1072269 红猎人鞋 110 4
1072272 黑格丽纳鞋 110 8
1072273 青龙长鞋 110 1
1072275 芬拉的拖鞋 30 0
1072285 水手拖鞋 15 16
1072288 凉鞋 20 16
1072291 圆头木鞋 25 16
1072294 防水靴 30 16
1072297 防污靴 35 16
1072300 钩魂铁脚 40 16
1072303 头目靴 50 16
1072306 鲨鱼皮鞋 60 16
1072309 扬波 70 16
1072312 伏波 80 16
1072315 指挥官 90 16
1072318 翻江 100 16
1072321 镇海 110 16
1072338 猪八戒专用的僧鞋。配合猪八戒的\n体型，而加大尺码，穿起来舒适自\n在。 30 16
1072342 戮魔猎手胫甲 70 21
1072343 戮魔猎手战靴 70 10
1072344 践踏血钉 50 0
1072345 戮魔猎手胫甲 50 4
1072346 戮魔猎手战靴 50 8
1072355 #c稳如泰山 +1等级# 120 1
1072356 #c创世之破 +1等级# 120 2
1072357 #c飞龙冲击波 +1等级# 120 4
1072358 #c暗器伤人 +1等级\n暗杀 +1等级# 120 8
1072359 #c潜龙出渊 +1等级\n重量炮击 +1等级# 120 16
1072360 限量版沙滩凉鞋 0 0
1072361 #c稳如泰山 +1等级# 120 1
1072362 #c创世之破 +1等级# 120 2
1072363 #c飞龙冲击波 +1等级# 120 4
1072364 #c暗器伤人 +1等级\n暗杀 +1等级# 120 8
1072365 #c潜龙出渊 +1等级\n重量炮击 +1等级# 120 16
1072366 降落伞工作人员鞋 10 0
1072368 最强工作人员鞋 10 0
1072369 绿黏液鞋子 30 0
1072375 蝙蝠怪的皮鞋 58 0
1072376 蝙蝠怪的毛鞋 68 0
1072383 朴素的武士靴 0 0
1072399 企鹅王的黑铁头鞋 35 1
1072400 企鹅王的黑守护鞋 35 2
1072401 企鹅王的红锦丝鞋 35 4
1072402 企鹅王的蓝杨柳鞋 35 8
1072403 企鹅王的防污靴 35 16
1072419 印第安老斑鸠鞋 15 1
1072420 Marbas Shoes 15 2
1072421 沃勒福鞋 15 8
1072422 黑暗独角兽鞋 15 4
1072423 雪之猫女鞋 15 16
1072427 红色圣诞袜子 10 0
1072428 绿色圣诞袜子 10 0
1072429 蓝色圣诞袜子 10 0
1072430 白色圣诞袜子 10 0
1072431 黄色圣诞袜子 10 0
1072432 紫色圣诞袜子 10 0
1072634 绿黏液鞋子 30 0
1302000 剑 0 0
1302001 锯 10 8
1302002 海盗剑 20 1
1302003 太阳剑 25 9
1302004 弯刀 35 1
1302005 武士刀 15 1
1302006 逆月刀 20 9
1302007 大剑 10 0
1302008 战剑 30 1
1302009 黄沙之剑 40 1
1302010 树灵之剑 50 1
1302011 奇型刀 60 1
1302012 火焰刀 70 1
1302013 红色鞭子 35 0
1302014 旧战剑 0 0
1302015 英雄战剑 45 1
1302016 黄色雨伞 40 0
1302017 蓝色雨伞 0 0
1302018 汤勺 80 1
1302019 无名剑 45 1
1302020 枫叶战剑 35 0
1302021 橡皮榔头 0 0
1302022 竹刀 25 0
1302023 六脉神剑 90 1
1302024 废报纸卷 0 0
1302025 红雨伞 55 0
1302026 黑雨伞 70 0
1302027 绿雨伞 8 0
1302028 紫雨伞 25 0
1302029 褐雨伞 43 0
1302030 枫叶剑 43 0
1302031 七星剑 48 0
1302033 枫叶旗 0 0
1302034 南瓜蓝 0 0
1302035 枫叶旗 0 0
1302036 枫叶旗 0 0
1302037 小号 63 1
1302038 战剑 20 1
1302039 树灵之剑 35 1
1302040 奇型刀 50 1
1302041 奇型刀 60 1
1302042 汤勺 70 1
1302043 战剑 20 1
1302044 树灵之剑 35 1
1302045 奇型刀 50 1
1302046 奇型刀 60 1
1302047 汤勺 70 1
1302048 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 1 0
1302049 光线鞭子 40 0
1302050 可装备在#c除了短枪和指节外，\n其他武器#上． 20 1
1302051 可装备在#c除了短枪和指节外，\n其他武器#上． 35 1
1302052 可装备在#c除了短枪和指节外，\n其他武器#上． 50 1
1302053 可装备在#c除了短枪和指节外，\n其他武器#上． 60 1
1302054 可装备在#c除了短枪和指节外，\n其他武器#上． 70 1
1302056 一刀两断 100 1
1302057 星与条纹 0 0
1302058 冒险岛伞 30 0
1302059 狂龙闪电剑 110 1
1302060 战剑 0 0
1302062 南瓜篮子（ 2006年版） 0 0
1302063 燃烧的火焰刀 38 0
1302064 枫叶突击剑 64 0
1302065 蓝色枫叶旗 0 0
1302066 枫叶3年旗 30 1
1302067 枫叶庆典旗 0 0
1302068 玛瑙剑 45 1
1302071 粉色花边游泳圈 30 0
1302073 新加坡旗 (新手) 0 0
1302074 马来西亚旗 (新手) 0 0
1302075 新加坡旗 (单手剑) 30 1
1302076 马来西亚国旗（一双手剑） 30 1
1302077 新手战士之剑 10 1
1302079 一个微光人的定制的武器，这种功\n能强大的刀片是说，利用非常权力\n星级 70 1
1302080 七彩霓虹灯泡 25 0
